Producto,Descripción,Partida / Lote,Certificado,Observaciones
ARA0180-F436,"ARANDELA PLANA 11/4"" F436 ZINC",,,
ARA0190-F436,"ARANDELA PLANA 11/8"" F436 ZINC",,,
ARA0375-F436,"ARANDELA PLANA 13/8"" F436 ZINC",,,
ARA5070-F436,"ARANDELA PLANA 1/2"" F436 ZINC",,,
ARAGROWERZIN050,"ARANDELA GROWER ZINC 1/2""",,,
ARTEFACTOLED,ARTEFACTO LED  2X40W CABEZAL COQUILLA;,,,
ASEF8551G301MO,ELECTROVALVULA ASCO NAMUR 24VCC 3/2 NPT,,,
ASIENTOEPDM6,"SEAT EPDM WAFER 6""",,,
ASIENTOEPDMF10,"SEAT EPDM WAFER 10""",,,
ASIENTOEPDMF12,"SEAT EPDM WAFER 12""",,,
ASIENTOEPDMF8,"SEAT EPDM WAFER 8""",,,
ASIENTOVITONF10,"SEAT VITON WAFER 10""",,,
ASIENTOVITONF12,"SEAT VITON WAFER 12""",,,
ASIENTOVITONF2,"SEAT VITON WAFER 2""",,,
ASIENTOVITONF3,"SEAT VITON WAFER 3""",,,
ASIENTOVITONF4,"SEAT VITON WAFER 4""",,,
ASIENTOVITONF6,"SEAT VITON WAFER 6""",,,
ASIENTOVITONF8,"SEAT VITON WAFER 8""",,,
BANQPLEGNEGRA,BANQUETA PLEGABLE COMPACTA 130 KG NEGRA,,,
BIGBAG9090X100,BIG BAG 90X90X1000,,,
BIGBAG9090X100,BIG BAG 90X90X1000,,,
BRACKET00000000,BRACKET PARA ADAPTACION VALVULA,,,
BUL0100250G7,"BULON ASTM A193 GR. B7 1"" X 250MM 2H",,,
BUL0158ZC201125,"BULON 5/8""-11UNC 50MM(2"") ZINC A325",,,
BV0050F03NNF41R,"ESFERICA OM 1/2"" NPT 3000 PT A105/316/RP",,,
BV0050F03NNF51R,"ESFERICA OM 1/2"" NPT 3000 PT 316/316/RP",,,
BV0050F05NNF41R,"ESFERICA OM 1/2"" NPT 5000 PT A105/316/RP",,,
BV0050F10NNF51K,"ESFERICA 1/2"" NPT OM 10000 PT 316/316",,,
BV0050S10NNF51D,"ESFERICA  1/2"" NPT 10000 PT 316/316",,,
BV0075D03NNF51R,"ESFERICA DAN 3/4"" NPT 3000 PT A105/316",,,
BV0075F03NNF41R,"ESFERICA OM 3/4"" NPT 3000 PT A105/316/RP",,,
BV0075F03NNF51R,"ESFERICA OM 3/4"""" NPT 3000 PT 316/316/RP",,,
BV0075F05NNF41R,"ESFERICA OM 3/4"" NPT 5000 PT A105/316/RP",,,
BV0100F03NNF41R,"ESFERICA OM 1"" NPT 3000 PT A105/316/RP",,,
BV0100F03NNF51R,"ESFERICA OM 1"""" NPT 3000 PT 316/316/RP",,,
BV0100F05NNF41R,"ESFERICA OM 1"" NPT 5000 PT A105/316/RP",,,
BV0150F03NNF41R,"ESFERICA OM 11/2"" NPT 3000 PT A105/316/",,,
BV0150F05NNF41R,"ESFERICA OM 11/2"" NPT 5000 PT A105/316/",,,
BV0200F03NNF41R,"ESFERICA OM 2"" NPT 3000 PT A105/316/RP",,,
BV0200F05NNF41R,"ESFERICA OM 2"" NPT 5000 PT A105/316/RPTF",,,
CABCANAL100X50,CABLE CANAL 100X50,,,
CABDES21X35MM,CABLE DESNUDO PUESTA A TIERRA 1 X 35MM,,,
CAIP65200200100,CAJA ALUMINIO 200X200X100 IP65,,,
CAJA0200PTOVAPE,"CAJA PASO CONEX LBH CODO 2"" NPT ALUM APE",,,
CAJA25X25X25,CAJA 200LIB IMPRESA 25X25X25,,,
CAJA40X20X16,CAJA 200LB IMPRESA 40X20X16,,,
CAJA43X29X275,CAJA 200LIB IMPRESA 43X29X275,,,
CAJONMADERA0101,CAJON MADERA VARIAS DIMENSIONES,,,
CANCAMOMACH-M20,CANCAMO MACHO TIPO OJAL M20,,,
CANILLAPVC0050,"CANILLA ESFERICA PVC PALANCA 1/2""",,,
CAREXMARR,CAREX MARRON,,,
CART1X30CORRUG,ROLLO CARTON CORRUGADO 1MX30M,,,
CC025OD025NP316,"CONECTOR CODO 1/4"" OD A 1/4"" NPT 316",,,
CC025OD025OD316,"CONECTOR CODO 1/4"" OD A 1/4"" OD 316",,,
CC037NP025OD316,"CONECTOR CODO 3/8"" NPT A 1/4"" OD 316",,,
CC037OD025NP316,"CONECTOR CODO 3/8"" OD A 1/4"" NPT 316",,,
CC037OD037NP316,"CONECTOR CODO 3/8"" OD A 3/8"" NPT 316",,,
CC037OD037OD316,"CONECTOR CODO 3/8"" OD A 3/8"" OD 316",,,
CC050NM025OD316,"CONECTOR CODO M 1/2"" NPT A 1/4"" OD 316",,,
CC050NM037OD316,"CONECTOR CODO M 1/2"" NPT A 3/8"" OD 316",,,
CC050OD025NP316,"CONECTOR CODO 1/2"" OD A 1/4"" NPT 316",,,
CC050OD037NP316,"CONECTOR CODO 1/2"" OD A 3/8"" NPT 316",,,
CC050OD050NP316,"CONECTOR CODO 1/2"" OD A 1/2"" NPT 316",,,
CC050OD050OD316,"CONECTOR CODO 1/2"" OD A 1/2"" OD 316",,,
CC0610BSPTOP,"CONECTOR CODO 1/8"" T 6",,,
CESTOPAPELERO,CESTO PAPELERO MODELO FYCO03,,,
CESTR20X20X2MM,CAÑO ESTRUCTURAL 20X20X2MM X 6 MT,,,
CESTR20X30X2MM,CAÑO ESTRUCTURAL 20X30X2MM X 6 MT,,,
CINAISL20MNGR,CINTA AISLADORA X 20 METROS,,,
CONECTORE082073,CONECTOR M12 DE 5 POLOS CON 5 M DE CABLE,,,
CR005090050220,"CONECTOR 3/8"" ESPIGA/1/4"" GAS BRONCE",,,
CR025OD012NP316,"CONECTOR RECTO 1/4"" OD A 1/8"" NPT M OD 3",,,
CR025OD025NP316,"CONECTOR RECTO 1/4"" OD A 1/4"" NPT 316",,,
CR025OD025OD316,"CONECTOR RECTO 1/4"" OD A 1/4"" OD 316",,,
CR037NP037OD316,"CONECTOR RECTO M 3/8"" OD A 3/8"" NPT 316",,,
CR037OD037NH316,"CONECTOR RECTO H 3/8"" OD A 3/8"" NPT 316",,,
CR037OD037OD316,"CONECTOR RECTO 3/8"" OD A 3/8"" OD 316",,,
CR050NH050OD316,"CONECTOR RECTO H 1/2"" NPT A 1/2"" OD 316",,,
CR050NP025OD316,"CONECTOR RECTO 1/2"" NPT A 1/4"" OD 316",,,
CR050NP037OD316,"CONECTOR RECTO 1/2"" NPT A 3/8"" OD 316",,,
CR050OD025NH316,"CONECTOR RECTO H 1/2"" OD A 1/4"" NPT 316",,,
CR050OD025NP316,"CONECTOR RECTO M 1/2"" OD A 1/4"" NPT 316",,,
CR050OD037NM316,"CONECTOR RECTO M 1/2"" OD A 3/8"" NPT 316",,,
CR050OD037NP316,"CONECTOR RECTO H 1/2"" OD A 3/8"" NPT 316",,,
CR050OD050OD126,"CONECTOR RECTO 1/2"" OD A 1/2"" OD BRONCE",,,
CR050OD050OD316,"CONECTOR RECTO 1/2"" OD A 1/2"" OD 316",,,
CR0610BSPTOP,"CONECTOR RECTO 1/8"" T 6",,,
CR075JM075NP316,"CONECTOR RECTO JIC-M 3/4"" X NPT 3/4""",,,
CR075OD050NH316,"CONECTOR RECTO H 3/4"" OD A 1/2"" NPT 316",,,
CR075OD050NM316,"CONECTOR RECTO M 3/4"" OD A 1/2"" NPT 316",,,
CR075OD075OD316,"CONECTOR RECTO 3/4"" OD A 3/4"" OD 316",,,
CR100OD075NM316,"CONECTOR RECTO M 1"" OD A 3/4"" NPT 316",,,
CR100OD100OD316,"CONECTOR RECTO 1"" OD A 1"" OD 316",,,
CR12000S2990B,"CAJA REDUCTORA P/MARIPOSA 12""",,,
CT025OD025OD316,"CONECTOR TEE 1/4"" OD 1/4 OD 1/4"" OD 316",,,
CT037OD037OD316,"CONECTOR TEE 3/8"" OD 3/8"" OD 316",,,
CUBO29161010K,"CUBO CODO 2.9/16"" 10K C/SAL 1/2""NPT",,,
CURVA075,"CURVA 90° 3/4"" HH BSP GALVANIZADO",,,
ED00750PT0SW23,"ESFERICA 3/4"" SW 3000 PASO T A105",,,
EF8551G30524VCC,ELECTROVALVULA 3/2 SOLENOIDE LP 24VCC NN,,,
EF8551G40124VCC,ELECTROVALVULA ASCO NAMUR 24VCC 3/2 11W,,,
ELB0150SW30105,"ELBOLET A105 1 1/2"" #3000 SW",,,
ELBOLT007530105,"ELBOLET SW 3/4"" X 4"" S3000 A105",,,
ELBOLT010013000,"ELBOLETS A105 1"" #3000 SCH80 SW",,,
ESCGEREN48-OTE,ESCRITORIO GEREN MO48 NEGRO 0.78X2.5X1.6,,,
ESLI2M20T00000,ESLINGA CIRCULAR AMORFA 20TNX2MTS,,,
ESLI2M20T00000,ESLINGA CIRCULAR AMORFA 20TNX2MTS,,,
ESLI4M25T00000,ESLINGA CIRCULAR AMORFA 25TNX4MTS,,,
ESLI4M25T00000,ESLINGA CIRCULAR AMORFA 25TNX4MTS,,,
ESP0127GV076193,"ESPARRAGO 1/2""X3"" HOT DIP GALV GR B7",,,
ESP0127ZC060193,"ESPARRAGO 1/2"" X 60MM ZINC C/TCAS GR B7",,,
ESP0127ZC080193,"ESPARRAGO 1/2"" X 80MM ZINC C/TCAS GR B7",,,
ESP0127ZC090193,"ESPARRAGO 1/2"" X 90MM ZINC C/TCAS GR B7",,,
ESP0127ZC095193,"ESPARRAGO 1/2"" X 95MM ZINC C/TCAS GR B7",,,
ESP0127ZC100193,"ESPARRAGO 1/2"" X 100MM ZINC C/TCAS GR B7",,,
ESP0127ZC110193,"ESPARRAGO 1/2"" X 110MM ZINC C/TCAS GR B7",,,
ESP0127ZC120193,"ESPARRAGO 1/2"" X 120MM ZINC C/TCAS GR B7",,,
ESP0127ZC140193,"ESPARRAGO 1/2"" X 140MM ZINC C/TCAS GR B7",,,
ESP0127ZC150193,"ESPARRAGO 1/2"" X 150MM ZINC C/TCAS GR B7",,,
ESP0127ZC160193,"ESPARRAGO 1/2"" X 160MM ZINC C/TCAS GR B7",,,
ESP0158GV230193,"ESPARRAGO 5/8"" X 230MM GALV GR B7",,,
ESP0158ZC065193,"ESPARRAGO 5/8"" X 65MM ZINC C/TCAS GR B7",,,
ESP0158ZC080193,"ESPARRAGO 5/8"" X 80MM ZINC C/TCAS GR B7",,,
ESP0158ZC090193,"ESPARRAGO 5/8"" X 90MM ZINC C/TCAS GR B7",,,
ESP0158ZC100193,"ESPARRAGO 5/8"" X 100MM ZINC C/TCAS GR B7",,,
ESP0158ZC110193,"ESPARRAGO 5/8"" X 110MM ZINC C/TCAS GR B7",,,
ESP0158ZC120193,"ESPARRAGO 5/8"" X 120MM ZINC C/TCAS GR B7",,,
ESP0158ZC130193,"ESPARRAGO 5/8"" X 130MM ZINC C/TCAS GR B7",,,
ESP0158ZC140193,"ESPARRAGO 5/8"" X 140MM ZINC C/TCAS GR B7",,,
ESP0158ZC150193,"ESPARRAGO 5/8"" X 150MM ZINC C/TCAS GR B7",,,
ESP0158ZC160193,"ESPARRAGO 5/8"" X 160MM ZINC C/TCAS GR B7",,,
ESP0158ZC170193,"ESPARRAGO 5/8"" X 170MM ZINC C/TCAS GR B7",,,
ESP0158ZC200193,"ESPARRAGO 5/8"" X 200MM ZINC C/TCAS GR B7",,,
ESP0190NT300193,"ESPARRAGO 3/4"" X 300MM NAT C/TCAS GR B7",,,
ESP0190ZC090193,"ESPARRAGO 3/4"" X 90MM ZINC C/TCAS GR B7",,,
ESP0190ZC100193,"ESPARRAGO 3/4"" X 100MM ZINC C/TCAS GR B7",,,
ESP0190ZC105193,"ESPARRAGO 3/4"" X 105MM ZINC C/TCAS GR B7",,,
ESP0190ZC110193,"ESPARRAGO 3/4"" X 110MM ZINC C/TCAS GR B7",,,
ESP0190ZC120193,"ESPARRAGO 3/4"" X 120MM ZINC C/TCAS GR B7",,,
ESP0190ZC125193,"ESPARRAGO 3/4"" X 125MM ZINC C/TCAS GR B7",,,
ESP0190ZC140193,"ESPARRAGO 3/4"" X 140MM ZINC C/TCAS GR B7",,,
ESP0190ZC150193,"ESPARRAGO 3/4"" X 150MM ZINC C/TCAS GR B7",,,
ESP0190ZC160193,"ESPARRAGO 3/4"" X 160MM ZINC C/TCAS GR B7",,,
ESP0190ZC170193,"ESPARRAGO 3/4"" X 170MM ZINC C/TCAS GR B7",,,
ESP0190ZC190193,"ESPARRAGO 3/4"" X 190MM ZINC C/TCAS GR B7",,,
ESP0190ZC220193,"ESPARRAGO 3/4"" X 220MM ZINC C/TCAS GR B7",,,
ESP0190ZC230193,"ESPARRAGO 3/4"" X 230MM ZINC C/TCAS GR B7",,,
ESP0190ZC240193,"ESPARRAGO 3/4"" X 240MM ZINC C/TCAS GR B7",,,
ESP0190ZC250193,"ESPARRAGO 3/4"" X 250MM ZINC C/TCAS GR B7",,,
ESP0190ZC255193,"ESPARRAGO 3/4"" X 255MM ZINC C/TCAS GR B7",,,
ESP0190ZC270193,"ESPARRAGO 3/4"" X 270MM ZINC C/TCAS GR B7",,,
ESP0190ZC305193,"ESPARRAGO 3/4"" X 305MM ZINC C/TCAS GR B7",,,
ESP0254NT180193,"ESPARRAGO 1"" X 180MM NAT C/TCAS GR B7",,,
ESP0254ZC140193,"ESPARRAGO 1"" X 140MM ZINC C/TCAS GR B7",,,
ESP0254ZC160193,"ESPARRAGO 1"" X 160MM ZINC C/TCAS GR B7",,,
ESP0254ZC180193,"ESPARRAGO 1"" X 180MM ZINC C/TCAS GR B7",,,
ESP0254ZC190193,"ESPARRAGO 1"" X 190MM ZINC C/TCAS GR B7",,,
ESP0254ZC200193,"ESPARRAGO 1"" X 200MM ZINC C/TCAS GR B7",,,
ESP0254ZC210193,"ESPARRAGO 1"" X 210MM ZINC C/TCAS GR B7",,,
ESP0254ZC220193,"ESPARRAGO 1"" X 220MM ZINC C/TCAS GR B7",,,
ESP0254ZC230193,"ESPARRAGO 1"" X 230MM ZINC C/TCAS GR B7",,,
ESP0254ZC240193,"ESPARRAGO 1"" X 240MM ZINC C/TCAS GR B7",,,
ESP0254ZC255193,"ESPARRAGO 1"" X 255MM ZINC C/TCAS GR B7",,,
ESP0286ZC100193,"ESPARRAGO 11/8"" X 100MM ZINC C/TCAS GR B",,,
ESP0286ZC180193,"ESPARRAGO 11/8"" X 180MM ZINC C/TCAS GR B",,,
ESP0286ZC190193,"ESPARRAGO 11/8"" X 190MM ZINC C/TCAS GR B",,,
ESP0286ZC200193,"ESPARRAGO 11/8"" X 200MM ZINC C/TCAS GR B",,,
ESP0286ZC210193,"ESPARRAGO 11/8"" X 210MM ZINC C/TCAS GRB",,,
ESP0286ZC220193,"ESPARRAGO 11/8"" X 220MM ZINC C/TCAS GR B",,,
ESP0286ZC240193,"ESPARRAGO 11/8"" X 240MM ZINC C/TCAS GRB",,,
ESP0286ZC250193,"ESPARRAGO 11/8"" X 250MM ZINC C/TCAS GR B",,,
ESP0286ZC290193,"ESPARRAGO 11/8"" X 290MM ZINC C/TCAS GRB",,,
ESP0286ZC320193,"ESPARRAGO 11/8"" X 320MM ZINC C/TCAS GR B",,,
ESP0317ZC190193,"ESPARRAGO 11/4"" X 190MM ZINC C/TCAS GR B",,,
ESP0317ZC200193,"ESPARRAGO 11/4"" X 200MM ZINC C/TCAS GR B",,,
ESP0317ZC210193,"ESPARRAGO 11/4"" X 210MM ZINC C/TCAS GRB",,,
ESP0317ZC220193,"ESPARRAGO 11/4"" X 220MM ZINC C/TCAS GR B",,,
ESP0317ZC230193,"ESPARRAGO 11/4"" X 230MM ZINC C/TCAS GRB",,,
ESP0317ZC240193,"ESPARRAGO 11/4"" X 240MM ZINC C/TCAS GRB",,,
ESP0317ZC270193,"ESPARRAGO 11/4"" X 270MM ZINC C/TCAS GR B",,,
ESP0317ZC300193,"ESPARRAGO 11/4"" X 300MM ZINC C/TCAS GR B",,,
ESP0317ZC350193,"ESPARRAGO 11/4"" X 350MM ZINC C/TCAS GR B",,,
ESP0317ZC440193,"ESPARRAGO 11/4"" X 440MM ZINC C/TCAS GR B",,,
ESP0349ZC250193,"ESPARRAGO 1 3/8"" X 250 ZINC C/TCAS GR B7",,,
ESP0349ZC254193,"ESPARRAGO 13/8"" X 254MM ZINC C/TCAS GR B",,,
ESP0349ZC255193,"ESPARRAGO 1 3/8"" X 255 ZINC C/TCAS GR B7",,,
ESP0349ZC310193,"ESPARRAGO 1 3/8"" X 310 ZINC C/TCAS GR B7",,,
ESP0412ZC250193,"ESPARRAGO 1 5/8"" X 250 ZINC C/TCAS GR B7",,,
ESP0412ZC290193,"ESPARRAGO 1 5/8"" X 290 ZINC C/TCAS GR B7",,,
ESP0444NT270193,"ESPARRAGO 13/4"" X270MM NAT C/TRCAS GRB",,,
ESP0526ZC335193,"ESPARRAGO 17/8"" X 335MM ZINC C/TCAS GR B",,,
ESP0875NT140193,"ESPARRAGO 7/8"" X 140MM NAT C/TCAS GR B7",,,
ESP0875ZC120193,"ESPARRAGO 7/8"" X 120MM ZINC C/TCAS GR B7",,,
ESP0875ZC130193,"ESPARRAGO 7/8"" X 130MM ZINC C/TCAS GR B7",,,
ESP0875ZC140193,"ESPARRAGO 7/8"" X 140MM ZINC C/TCAS GR B7",,,
ESP0875ZC160193,"ESPARRAGO 7/8"" X 160MM ZINC C/TCAS GR B7",,,
ESP0875ZC170193,"ESPARRAGO 7/8"" X 170MM ZINC C/TCAS GR B7",,,
ESP0875ZC175193,"ESPARRAGO 7/8"" X 175MM ZINC C/TCAS GR B",,,
ESP0875ZC220193,"ESPARRAGO 7/8"" X 220MM ZINC C/TCAS GR B7",,,
ESP0875ZC230193,"ESPARRAGO 7/8"" X 230MM ZINC C/TCAS GR B7",,,
ESP0875ZC245193,"ESPARRAGO 7/8"" X 245MM ZINC C/TCAS GR B7",,,
ESP0875ZC360193,"ESPARRAGO 7/8"" X 360MM ZINC C/TCAS GR B7",,,
ESPONJG0800MW,"POLLY PIGS ESPONJA , MODELO 5B-FL 8""",,,
ET0040050150,"KIT MI CARTA 1/2"" #150 FIBRA ARAMIDA",,,
ET00400751500,"KIT MI CARTA 3/4"" #1500 FIBRA ARAMIDA",,,
ET0040075300,"KIT MI CARTA 3/4"" #300 FIBRA ARAMIDA",,,
ET0040100600,"KIT MI CARTA 1"" #600 FIBRA ARAMIDA",,,
ET0040150150,"KIT MI CARTA 11/2"" #150 FIBRA ARAMIDA",,,
ET0040200150,"KIT MI CARTA 2"" #150 FIBRA ARAMIDA",,,
ET0040200300,"KIT MI CARTA 2"" #300 FIBRA ARAMIDA",,,
ET0040200600,"KIT MI CARTA 2"" #600 FIBRA ARAMIDA",,,
ET0040300150,"KIT MI CARTA 3"" #150 FIBRA ARAMIDA",,,
ET0040300300,"KIT MI CARTA 3"" #300 FIBRA ARAMIDA",,,
ET0040300600,"KIT MI CARTA 3"" #600 FIBRA ARAMIDA",,,
ET0040400150,"KIT MI CARTA 4"" #150 FIBRA ARAMIDA",,,
ET00404001500,"KIT MI CARTA 4"" #150 FIBRA ARAMIDA FF",,,
ET0040400300,"KIT MI CARTA 4"" #300 FIBRA ARAMIDA",,,
ET0040600300,"KIT MI CARTA 6"" #300 FIBRA ARAMIDA",,,
ET0040600600,"KIT MI CARTA 6"" #600 FIBRA ARAMIDA",,,
ET0040800300,"KIT MI CARTA 8"" #300 FIBRA ARAMIDA",,,
ET0040800600,"KIT MI CARTA 8"" #600 FIBRA ARAMIDA",,,
ET0041000150,"KIT MI CARTA 10"" #150 FIBRA ARAMIDA",,,
ET0041000600,"KIT MI CARTA 10"" #600 FIBRA ARAMIDA",,,
F801000150RF516,"FIGURA 8 1"" #150 RF A516 G70",,,
F801000300RF220,"FIGURA 8 1"" #300 RF A516 G70 GALV",,,
F801000600RF516,"FIGURA 8 1"" #600 RF A516 G70",,,
F801000900RJ516,"FIGURA 8 1"" #900 RTJ A516 G70",,,
F802000300RF516,"FIGURA 8 2"" #300 RF A516 G70",,,
F802000600RF516,"FIGURA 8 2"" #600 RF A516 G70",,,
F802000900RF516,"FIGURA 8 2"" #900 RF A516 G70",,,
F803000150RF516,"FIGURA 8 3"" #150 RF A516 G70",,,
F803000300RF220,"FIGURA 8 3"" #300 RF A516 G70 GALV",,,
F803000300RF516,"FIGURA 8 3"" #300 RF A516 G70",,,
F803000600RF220,"FIGURA 8 3"" #600 RF A516 G70 GALV",,,
F804000150RF516,"FIGURA 8 4"" #150 RF A516 G70",,,
F804000300RF516,"FIGURA 8 4"" #300 RF A516 G70",,,
F804000600RF220,"FIGURA 8 4"" #600 RF A516 G70 GALV",,,
F804000600RF516,"FIGURA 8 4"" #600 RF A516 G70",,,
F804000900RF516,"FIGURA 8 4"" #900 RF A516 G70",,,
F804000900RJ516,"FIGURA 8 4"" #900 RTJ A516 G70",,,
F806000150FF516,"FIGURA 8 6"" #150 FF A516 G70",,,
F806000150RF516,"FIGURA 8 6"" #150 RF A516 G70",,,
F806000300RF516,"FIGURA 8 6"" #300 RF A516 G70",,,
F806000600RF516,"FIGURA 8 6"" #600 RF A516 G70",,,
F806000900RJ516,"FIGURA 8 6"" #900 RTJ A516 G70",,,
F808000150RF516,"FIGURA 8 8"" #150 RF A516 G70",,,
F810000150RF516,"FIGURA 8 10"" #150 RF A516 G70",,,
F810000900RF516,"FIGURA 8 10"" #900 RF A516 G70",,,
F814000150RF105,"FIGURA 8 14"" #150 RF A105 G70",,,
F8651APBP2GA0HN,FILTRO REGULADOR 1/4 C/MAN 0.5-10BAR,,,
FB0150TF59L40K,"BALL VAL FB 1,5"" #900 RTJ A105/A105+ENP",,,
FB0300RL16L4220,"BALL VAL FB 3W-L RF#600 3"" A105/A105+ENP",,,
FB0400CR5270000,CAJA REDUCTORA VALV ESFERICA TRUNNION FT,,,
FBR0370250N3316,"BUJE RED 3/8"" X 1/4"" NPT 3000 316",,,
FBR0500250N1516,"BUJE RED 1/2"" X 1/4"" NPT #150 316",,,
FBR0500250N3105,"BUJE RED 1/2"" X 1/4"" NPT 3000 A105",,,
FBR0500250N3220,"BUJE RED 1/2"" X 1/4"" NPT 3000 GALV",,,
FBR0500250N3316,"BUJE RED 1/2"" X 1/4"" NPT 3000 316L",,,
FBR0500370N3105,"BUJE RED 1/2"" X 3/8"" NPT 3000 A105",,,
FBR0500370N3220,"BUJE RED 1/2"" X 3/8"" NPT 3000 GALV",,,
FBR0750250B1220,"BUJE RED 3/4"" X 1/4"" BSPT S150 GALV",,,
FBR0750250B3220,"BUJE RED 3/4"" X 1/4"" BSPT 3000 A105 GALV",,,
FBR0750250N3316,"BUJE RED 3/4"" X 1/4"" NPT 3000 316L",,,
FBR075050015220,"BUJE RED 3/4"" X 1/2"" NPT S150 GALV",,,
FBR0750500N3220,"BUJE RED 3/4"" X 1/2"" NPT 3000 GALV",,,
FBR0750500N3316,"BUJE RED 3/4"" X 1/2"" NPT 3000 316L",,,
FBR1000250N3105,"BUJE RED 1"" X 1/4"" NPT 3000 A105",,,
FBR1000500B3105,"BUJE RED 1"" X 1/2"" BSPT 3000 A105",,,
FBR1000500N3105,"BUJE RED 1"" X 1/2"" NPT 3000 A105",,,
FBR1000500N3220,"BUJE RED 1"" X 1/2"" NPT 3000 GALV",,,
FBR1000500N3316,"BUJE RED 1"" X 1/2"" NPT 3000 316L",,,
FBR1000750B3105,"BUJE RED 1"" X 3/4"" BSPT 3000 A105",,,
FBR1000750N3105,"BUJE RED 1"" X 3/4"" NPT 3000 A105",,,
FBR1000750N3316,"BUJE RED 1"" X 3/4"" NPT 3000 316L",,,
FBR1000750S3105,"BUJE RED 1"" X 3/4"" SW 3000 A105",,,
FBR1250500N3105,"BUJE RED 1 1/4"" X 1/2"" NPT 3000 A105",,,
FBR1500250N3105,"BUJE RED 1 1/2"" X 1/4 NPT 3000 A105",,,
FBR1500500N3105,"BUJE RED 1 1/2"" X 1/2"" NPT 3000 A105",,,
FBR1500500S3105,"BUJE RED 1 1/2"" X 1/2"" SW 3000 A105",,,
FBR1500750N3220,"BUJE RED 1 1/2"" X 3/4"" NPT 3000 GALV",,,
FBR1500750S3105,"BUJE RED 1 1/2"" X 3/4"" SW 3000 A105",,,
FBR1501000B3105,"BUJE RED 1 1/2"" X 1"" BSPT 3000 A105",,,
FBR1501000N3105,"BUJE RED 1 1/2"" X 1"" NPT 3000 A105",,,
FBR1501000S3105,"BUJE RED 1 1/2"" X 1"" SW 3000 A105",,,
FBR150100BB3105,"BUJE RED 1 1/2"" X 1"" BSPT/BSPP 3000 A105",,,
FBR1501250B3105,BUJE RED 11/2 X 11/4 BSPT/BSPP 3000 A105,,,
FBR1501250N3105,"BUJE RED 11/2"" X 11/4"" NPT 3000 A105",,,
FBR2000500N3105,"BUJE RED 2"" X 1/2"" NPT 3000 A105",,,
FBR2000500N3220,"BUJE RED 2"" X 1/2"" NPT 3000 GALV",,,
FBR2000750N3105,"BUJE RED 2"" X 3/4"" NPT 3000 A105",,,
FBR2000750N3220,"BUJE RED 2"" X 3/4"" NPT 3000 GALV",,,
FBR2000750N3316,"BUJE RED 2"" X 3/4"" NPT 3000 316L",,,
FBR2001000N3220,"BUJE RED 2"" X 1"" NPT 3000 GALV",,,
FBR2001000N3316,"BUJE RED 2"" X 1"" NPT 3000 316L",,,
FBR2001000S3105,"BUJE RED 2"" X 1"" SW 3000 A105",,,
FBR2001250N3105,"BUJE RED 2"" X 1 1/4 NPT 3000 A105",,,
FBR2001500N3105,"BUJE RED 2"" X 1 1/2"" NPT 3000 A105",,,
FBR2001500N3220,"BUJE RED 2"" X 11/2"" NPT 3000 GALV",,,
FBR2001500S3105,"BUJE RED 2"" X 1 1/2"" SW 3000 A105",,,
FCO00504NN30105,"CODO 45° 1/2"" NPT 3000 A105",,,
FCO00504NN30220,"CODO 45° 1/2"" NPT 3000 GALV",,,
FCO00504SW30105,"CODO 45° 1/2"" SW 3000 A105",,,
FCO00504SW60105,"CODO 45° 1/2"" SW 6000 A105",,,
FCO00509BB30105,"CODO 90° 1/2"" BSPT 3000 A105",,,
FCO00509NN10316,CODO 90° 1/2 NPT 15000PSI 316,,,
FCO00509NN30105,"CODO 90° 1/2"" NPT 3000 A105",,,
FCO00509NN30220,"CODO 90° 1/2"" NPT 3000 GALV",,,
FCO00509NN30316,CODO 90° 1/2 NPT 3000 A182 316,,,
FCO00509NN60105,"CODO 90° 1/2"" NPT 6000 A105",,,
FCO00509SS60105,"CODO 90° 1/2"" SW 6000 A105",,,
FCO00509SW30105,"CODO 90° 1/2"" SW 3000 A105",,,
FCO00509SW30316,"CODO 90° 1/2"" SW 3000 A182 316",,,
FCO00754NN30105,"CODO 45° 3/4"" NPT 3000 A105",,,
FCO00754NN30220,"CODO 45° 3/4"" NPT 3000 A105 GALV",,,
FCO00754SW30105,"CODO 45° 3/4"" SW 3000 A105",,,
FCO00754SW30316,"CODO 45° 3/4"" SW 3000 A182 316",,,
FCO00754SW60105,"CODO 45° 3/4"" SW 6000 A105",,,
FCO00759NN20220,"CODO 90° 3/4"" NPT 2000 GALV",,,
FCO00759NN30105,"CODO 90° 3/4"" NPT 3000 A105",,,
FCO00759NN30220,"CODO 90° 3/4"" NPT 3000 GALV",,,
FCO00759NN60105,"CODO 90° 3/4"" NPT 6000 A105",,,
FCO00759SW30105,"CODO 90° 3/4"" SW 3000 A105",,,
FCO00759SW30316,"CODO 90° 3/4"" SW 3000 A182 316",,,
FCO00759SW3035,"CODO 90° 0,75"" SW 3000 A350 LF2",,,
FCO00759SW60105,"CODO 90° 3/4"" SW 6000 A105",,,
FCO00759SW60316,"CODO 90° 3/4"" SW 6000 A182 316",,,
FCO01004NN30105,"CODO 45° 1"" NPT 3000 A105",,,
FCO01004NN30220,"CODO 45° 1"" NPT 3000 GALV",,,
FCO01004SW30316,"CODO 45° 1"" SW 3000 A182 316",,,
